Q#,DF ref,DF ref #,Level,Calculator,Question (raw),Answer (raw),Wrong1 (raw),Wrong 2 (raw),Worked Answer (raw),Hint,Question (notated),Answer (notated),Wrong1 (notated),Wrong 2 (notated),Worked Answer (notated),,
3963,463a,463,1,No,"A bag has x red balls and 5 blue balls, find an expression for the probability of picking red",x/(x+5),x/5,5/(x+5),Probability = number of red / total balls = x/(x+5),Total balls = red + blue,,{x/x+5},,,,,
3964,463b,463,2,No,"A bag has x red and 4 blue balls (no replacement), find an expression for the probability of picking two reds in a row",[x/(x+4)] x [(x-1)/(x+3)],[x/(x+4)]²,[x/(x+4)] x [x/(x+3)],"After the first red is picked, one red and one ball total are removed: x/(x+4) x (x-1)/(x+3)",The total and the red count both reduce by 1 after the first pick,[x/(x+4)] x [(x-1)/(x+3)],{x/x+4} x {x-1/x+3},,,,,
3965,463c,463,2,No,"A bag has x red and 3 blue balls (no replacement), find an expression for the probability of one red and one blue (either order)",6x/[(x+3)(x+2)],3x/[(x+3)(x+2)],x/[(x+3)(x+2)],"P(RB)+P(BR), which combine to give 6x/[(x+3)(x+2)]",Add the probabilities of red-then-blue and blue-then-red,6x/[(x+3)(x+2)],{6x/(x+3)(x+2)},,,,,
3966,463d,463,2,No,"A bag has x red balls and 6 blue balls. The probability of picking red is 2/5, find x",x=4,x=6,x=2.4,"x/(x+6)=2/5, so 5x=2(x+6)=2x+12, giving 3x=12, x=4","Cross multiply, then solve as usual",,,,,,,
3967,463e,463,2,No,"A bag has x red and 4 blue balls. A ball is picked, replaced, then picked again. The probability both are red is 1/4, find x",x=4,x=2,x=8,"[x/(x+4)]²=1/4, so x/(x+4)=1/2, giving 2x=x+4, x=4","Square root both sides first, then solve the resulting linear equation",,,,,,,
3968,463f,463,3,No,"A bag has x red and 3 blue balls (no replacement). The probability both are red is 5/14, find x",x=5,x=3,x=7,x(x-1)/[(x+3)(x+2)]=5/14 leads to a quadratic that gives x=5,"Cross multiply, expand both sides, then solve the resulting quadratic",,,,,,,
3969,463g,463,3,No,"A bag has x red and 2 blue balls (no replacement). The probability of one red and one blue (either order) is 3/5, find x",x=3,x=2/3,x=5,"4x/[(x+2)(x+1)]=3/5 leads to 3x²-11x+6=0, which factorises to give x=3 (rejecting the non-integer solution)","Form the quadratic, factorise, then reject any invalid solution",,,,,,,
3970,463h,463,3,No,"A bag has x red balls and (x+4) blue balls. The probability of picking blue is 0.1 more than picking red, find x",x=18,x=4,x=10,"The difference in probabilities simplifies to 4/(2x+4)=0.1, giving x=18",Subtract the two probability expressions and set the result equal to the given difference,,,,,,,
3971,464a,464,1,No,"The ratio of a to b is 3:5. If a=3x, write b as a linear function of x",b=5x,b=3x,b=x+5,"Since a corresponds to the ""3"" part scaled by x, b corresponds to the ""5"" part scaled the same way: 5x",Scale both parts of the ratio by the same factor,,,,,,,
3972,464b,464,1,No,"x:12 = 3:4, find x",x=9,x=16,x=6,"Cross multiply: 4x=36, giving x=9","Cross multiply, then solve as usual",,,,,,,
3973,464c,464,2,No,"x:16 = 4:x, find x (positive)",x=8,x=4,x=64,"Cross multiply: x²=64, giving x=8 (positive)","Cross multiply to form a quadratic, then square root",,,,,,,
3974,464d,464,2,No,"Red:blue marbles is 3:5, with 15 blue marbles. 6 more red marbles are added, find the new ratio of red:blue",1:01,9:15,15:21,Original red=3/5x15=9. New red=9+6=15. New ratio=15:15=1:1,"Find the original red amount first, then add the extra marbles",,,,,,,
3975,464e,464,3,No,"A:B is 2:3. A increases by 4, B increases by 9, giving a new ratio of 3:5, find the original amount of A",A=14,A=6,A=21,"Let A=2k, B=3k. (2k+4)/(3k+9)=3/5 gives k=7, so A=2k=14","Write both original amounts in terms of k, then solve using the new ratio",,,,,,,
3976,464f,464,2,No,"Given x²=4y², find the ratio x:y (positive values)",x:y = 2:1,x:y = 4:1,x:y = 1:2,"x²=4y² gives x=2y (positive), so x:y=2:1","Square root both sides first, then write as a ratio",,,,,,,
3977,464g,464,3,Yes,"Mixture A is 20% acid, mixture B is 50% acid, find the ratio of A:B needed for a 30% acid mixture",2:01,1:02,3:02,Ratio A:B = (50-30):(30-20) = 20:10 = 2:1,"Use the differences from the target percentage, in reverse order",,,,,,,
3978,465,465,1,No,"In the sine rule a/sin(A)=b/sin(B)=c/sin(C), which angle is side b opposite?",Angle B,Angle A,Angle C,Each side is always paired with the angle of the same letter,Match the letters: side b pairs with angle B,,,,,,,
3979,465a,465,2,Yes,"Triangle ABC: angle A=40°, angle B=60°, side a=8cm, find side b to 3sf",10.8cm,5.94cm,9.14cm,b=a x sinB/sinA = 8 x sin60/sin40 = 10.8,Rearrange the sine rule to make b the subject,,,,,,,
3980,465b,465,2,Yes,"Triangle ABC: a=10cm, b=7cm, angle A=80°, find the acute angle B to 1dp",43.6°,136.4°,46.4°,"sinB=b x sinA/a = 7sin80/10 = 0.689, so B=43.6°","Rearrange for sinB, then use inverse sine for the acute answer",,,,,,,
3981,465c,465,3,Yes,"Triangle ABC: a=6cm, b=9cm, angle A=35°, find the obtuse angle B to 1dp",120.6°,59.4°,144.6°,"sinB=9sin35/6=0.860. The acute angle is 59.4°, so the obtuse angle is 180-59.4=120.6°","Find the acute angle first, then subtract from 180° for the obtuse case",,,,,,,
3982,465d,465,2,No,"In the proof of the sine rule, a perpendicular is drawn from one vertex to the opposite side, what does this create?",Two right-angled triangles,Two isosceles triangles,A rectangle,The perpendicular height can then be expressed two different ways using each right triangle,Think about what shape results from splitting a triangle with a perpendicular line,,,,,,,
3983,466,466,1,No,"Write the cosine rule for finding side a, given sides b, c and angle A",a²=b²+c²-2bc cosA,a²=b²+c²+2bc cosA,a²=b²-c²-2bc cosA,The cosine rule always has a minus sign before the 2bc cosA term,Remember the sign is always negative before the final term,,,,,,,
3984,466a,466,2,Yes,"Triangle: b=7cm, c=9cm, angle A=50°, find side a to 3sf",7.00cm,4.47cm,9.85cm,a=√(7²+9²-2x7x9xcos50)=√49=7.00,"Substitute directly into the cosine rule, then square root",,,,,,,
3985,466b,466,3,Yes,"A sector has radius 8cm and angle 70°, find the perimeter of the segment (arc + chord) to 3sf",18.9cm,17.6cm,24.4cm,Arc=(70/360)x2πx8=9.77cm. Chord=2x8xsin35°=9.18cm. Total=18.9cm,"Find the arc length and the chord length separately, then add them",,,,,,,
3986,466c,466,2,No,"Triangle has sides a=10, b=8, c=6, find angle A (opposite side a)",90°,53.1°,36.9°,"cosA=(8²+6²-10²)/(2x8x6)=0, so A=90°",Use the rearranged cosine rule: cosA=(b²+c²-a²)/(2bc),,,,,,,
3987,466d,466,2,Yes,"Triangle has sides 5, 7, 9, find the largest angle to 1dp",95.7°,51.1°,33.2°,"The largest angle is opposite the longest side: cosθ=(5²+7²-9²)/(2x5x7), giving θ=95.7°",The largest angle is always opposite the longest side,,,,,,,
3988,466g,466,3,Yes,"Triangle: a=8cm, b=10cm, angle C=45° (find c using cosine rule, then angle A using sine rule) to 1dp","c=7.09cm, A=53.0°","c=7.09cm, A=45.0°","c=12.7cm, A=53.0°","c=√(64+100-2x8x10xcos45)=7.09. Then sinA=8xsin45/7.09, giving A=53.0°","Use the cosine rule first to find the missing side, then the sine rule for the angle",,,,,,,
3989,466h,466,3,No,"A triangle has sides x, x+2, x+4. The angle opposite (x+4) is 120°, form and solve an equation to find x",x=3,x=-2,x=5,(x+4)²=x²+(x+2)²-2x(x+2)cos120° simplifies to a quadratic giving x=3 (rejecting the negative solution),"Substitute into the cosine rule, expand fully, then solve the resulting quadratic",,,,,,,
3990,466i,466,2,No,"In the proof of the cosine rule, which theorem is applied first to the perpendicular height?",Pythagoras' theorem,The sine rule,Angle sum of a triangle,"Splitting the triangle with a perpendicular creates two right triangles, where Pythagoras applies directly",Think about what's needed once you have two right-angled triangles,,,,,,,
3991,467a,467,1,Yes,"Triangle: two sides 6cm and 9cm, included angle 50°, find the area to 3sf",20.7cm²,27cm²,13.8cm²,Area=(1/2)(6)(9)sin50=20.7,Area = (1/2) x a x b x sin(included angle),,,,,,,
3992,467b,467,2,Yes,"Parallelogram: two sides 5cm and 8cm, included angle 60°, find the area to 3sf",34.6cm²,17.3cm²,40cm²,"Area=(5)(8)sin60=34.6 (no 1/2, unlike a triangle)","A parallelogram is two triangles, so there's no 1/2 in its area formula",,,,,,,
3993,467c,467,2,Yes,"Kite: sides 5cm and 8cm meeting at 80° (occurring twice by symmetry), find the area to 3sf",39.4cm²,19.7cm²,78.8cm²,"Area=(5)(8)sin80=39.4 (two identical triangles, so no 1/2)","A symmetric kite is two identical triangles, so the 1/2's cancel",,,,,,,
3994,467d,467,3,Yes,"Triangle: sides 5cm, 7cm, 8cm. Find the angle between the 5cm and 7cm sides, then the area, to 3sf","81.8°, 17.3cm²","38.2°, 10.8cm²","81.8°, 34.6cm²","cosθ=(25+49-64)/70=1/7, giving θ=81.8°. Area=(1/2)(5)(7)sin81.8°=17.3","Find the missing angle using the cosine rule first, then use the area formula",,,,,,,
3995,467e,467,2,No,"Triangle: sides x and 2x, included angle 30°, find an expression for the area",0.5x²,x²,x²sin30,Area=(1/2)(x)(2x)sin30=(1/2)(2x²)(0.5)=0.5x²,Substitute directly into the area formula and simplify,,,,,,,
3996,467f,467,2,Yes,"Triangle: area 20cm², one side 8cm, included angle 45°, find the other side to 3sf",7.07cm,5cm,14.1cm,"20=(1/2)(8)(b)sin45, so b=20/(4sin45)=7.07",Rearrange the area formula to make the unknown side the subject,,,,,,,
3997,467h,467,2,Yes,"Triangle: sides 6cm and 10cm, area 24cm², find the included angle to 1dp",53.1°,36.9°,66.4°,"24=(1/2)(6)(10)sinθ, so sinθ=0.8, giving θ=53.1°","Rearrange the area formula to isolate sin(angle), then use inverse sine",,,,,,,
3998,467i,467,3,Yes,"Circle radius 8cm, sector angle 60°, find the area of the segment to 3sf",5.80cm²,33.5cm²,27.7cm²,Segment=sector-triangle=(60/360)π(64)-(1/2)(64)sin60=33.5-27.7=5.80,Subtract the triangle's area from the sector's area,,,,,,,
3999,467j,467,3,Yes,"Circle radius 10cm, chord length 12cm, find the segment area to 3sf",16.4cm²,60cm²,43.6cm²,"Half-chord=6, so the angle=2xsin⁻¹(0.6)=73.7°. Segment=sector-triangle=16.4","Find the angle from the chord using the half-triangle first, then use the segment method",,,,,,,
4000,467l,467,3,Yes,"Triangle: sides 7cm, 8cm, 9cm, find the area using Heron's formula to 3sf",26.8cm²,24cm²,31.7cm²,s=12. Area=√(12x5x4x3)=√720=26.8,"Find the semi-perimeter first, then substitute into Heron's formula",,,,,,,
4001,469a,469,3,Yes,"Triangle ABC: AB=10km, BC=14km, AC=9km, bearing of A from B is 300°. Find angle ABC using the cosine rule, then the bearing of C from B (bearing of A + angle ABC), to nearest degree",340°,260°,340°,"cosB=(100+196-81)/280=0.768, so B=39.8°. Bearing of C=300+39.8=340°","Use the cosine rule to find the angle, then simply add it to the given bearing",,,,,,,
4002,469b,469,2,Yes,"Triangle ABC: AB=8km, angle ABC=100°, BC=6km, find AC using the cosine rule, to 3sf",10.8km,11.5km,7.79km,AC=√(64+36-2x8x6xcos100)=10.8,"Substitute directly into the cosine rule, then square root",,,,,,,
4003,469c,469,3,Yes,"Triangle ABC: angle ACB=70°, AB=11km, AC=9km, bearing of A from B is 200°. Find angle ABC using the sine rule, then the bearing of C from B, to nearest degree",250°,270°,220°,"sinB=9sin70/11=0.769, so B=50.3°. Bearing of C=200+50.3=250°","Use the sine rule to find the angle, then add it to the given bearing",,,,,,,
4004,469d,469,2,Yes,"Triangle ABC: angle A=45°, angle B=65°, BC=15km, find AC using the sine rule, to 3sf",19.2km,14.7km,12.6km,AC=15xsin65/sin45=19.2,Rearrange the sine rule to make AC the subject,,,,,,,
4005,469e,469,3,Yes,"Triangle ABC: AB=7km, BC=9km, AC=11km, bearing of A from B is 245°. Find angle ABC using the appropriate rule, then the bearing of C from B, to nearest degree",331°,159°,200°,"cosB=(49+81-121)/126=0.071, so B=85.9°. Bearing of C=245+85.9=331°","All three sides are known, so use the cosine rule",,,,,,,
4006,469f,469,2,Yes,"Triangle ABC: angle A=42°, angle C=81°, AC=13km, find AB using the appropriate rule, to 3sf",15.3km,11.1km,8.71km,Angle B=180-42-81=57°. AB=13xsin81/sin57=15.3,"Two angles and a side are known, so use the sine rule",,,,,,,
4007,469g,469,2,Yes,"A triangular field has sides AB=120m, BC=150m, angle ABC=80°, find the enclosed area, to 3sf",8860m²,17700m²,9000m²,Area=(1/2)(120)(150)sin80=8860,Area = (1/2) x a x b x sin(included angle),,,,,,,
4008,470a,470,2,Yes,"A triangular prism's cross-section has sides 6cm and 8cm, included angle 70°, find the third side using the cosine rule, to 3sf",8.20cm,9.85cm,7.28cm,Third side=√(36+64-2x6x8xcos70)=8.20,"Substitute directly into the cosine rule, then square root",,,,,,,
4009,470b,470,2,Yes,"A pyramid's triangular face has two edges 10cm and 12cm, included angle 55°, find the third edge using the cosine rule, to 3sf",10.3cm,15.4cm,8.85cm,Third edge=√(100+144-2x10x12xcos55)=10.3,"Substitute directly into the cosine rule, then square root",,,,,,,
4010,470c,470,2,Yes,"A prism's cross-section has sides 5cm, 7cm, 9cm, find the angle opposite the 9cm side, to 1dp",95.7°,46.6°,37.7°,"cosθ=(25+49-81)/70=-0.1, so θ=95.7°",The largest side is opposite the largest angle,,,,,,,
4011,470d,470,2,Yes,"A pyramid's triangular face has sides 8cm, 9cm, 13cm, find the angle opposite the 13cm side, to 1dp",99.6°,42.5°,37.9°,"cosθ=(64+81-169)/144=-0.167, so θ=99.6°",The largest side is opposite the largest angle,,,,,,,
4012,470e,470,2,Yes,"A triangular face of a solid has sides 7cm and 10cm, included angle 65°, find its area, to 3sf",31.7cm²,63.4cm²,22.4cm²,Area=(1/2)(7)(10)sin65=31.7,Area = (1/2) x a x b x sin(included angle),,,,,,,
4013,470f,470,3,Yes,"The angle between two sloped faces of a pyramid can be found using a triangle with sides 10cm, 12cm and 7cm, find this angle using the cosine rule, to 1dp",35.7°,47.9°,96.5°,"cosθ=(100+144-49)/240=0.813, so θ=35.7°",Substitute all three sides into the rearranged cosine rule,,,,,,,
4014,471,471,2,No,"Two triangles have two pairs of equal sides and a non-included equal angle (SSA), is this enough to prove congruence?",No,Yes,Only for isosceles triangles,"SSA is the ""ambiguous case"" - two different triangles can satisfy the same SSA conditions without being congruent",SSA is not one of the four valid congruence criteria,,,,,,,
4015,471,471,1,No,"Two triangles have all three pairs of equal angles (AAA), is this enough to prove congruence?",No,Yes,Only for equilateral triangles,"AAA only proves the triangles are similar (same shape), not the same size",Matching angles fixes the shape but not the size,,,,,,,
4016,471a,471,1,No,"Two triangles have all three pairs of corresponding sides equal, which congruence criterion applies?",SSS,SAS,ASA,Three equal sides is exactly the SSS condition,Match the given information to the name of the criterion,,,,,,,
4017,471b,471,1,No,"Two triangles have two pairs of equal angles, with the included side equal, which criterion applies?",ASA,SAS,AAS,Two angles and the side between them is exactly the ASA condition,Match the given information to the name of the criterion,,,,,,,
4018,471c,471,1,No,"Two triangles have two pairs of equal sides, with the included angle equal, which criterion applies?",SAS,ASA,SSS,Two sides and the angle between them is exactly the SAS condition,Match the given information to the name of the criterion,,,,,,,
4019,471d,471,1,No,"Two right-angled triangles have equal hypotenuses and one other equal side, which criterion applies?",RHS,SAS,SSS,"Right angle, hypotenuse, and one side is exactly the RHS condition",Match the given information to the name of the criterion,,,,,,,
4020,471e,471,2,No,"Two triangles are formed by radii and equal chords in the same circle, which circle fact makes the radii equal, supporting the proof?",All radii of a circle are equal,Opposite angles sum to 180°,Angles in the same segment are equal,Every radius in a circle has the same length by definition,Think about the defining property of a radius,,,,,,,
4021,471f,471,1,No,"After proving two triangles congruent, what can you conclude about their corresponding sides and angles?",They are all equal,Only the sides are equal,Only the angles are equal,Congruent triangles are identical in every corresponding measurement,"Congruent means ""exactly the same shape and size""",,,,,,,
4022,471g,471,1,No,"Two triangles have all three pairs of corresponding angles equal, what does this prove about the triangles?",They are similar,They are congruent,They are equal in area,"Equal angles only guarantee the same shape, not the same size",Equal angles alone don't fix the size of the triangle,,,,,,,
4023,472a,472,1,No,"A vector can be described by two different pairs of information, name them","Magnitude and direction, or components",Length and area,Speed and time,Every vector has an equivalent magnitude-direction form and component form,Think about the two standard ways to describe a vector,,,,,,,
4024,472b,472,1,No,"Find the magnitude of the vector (3, 4)",5,7,12,Magnitude=√(3²+4²)=√25=5,Use Pythagoras on the two components,,,,,,,
4025,472c,472,2,No,"Find the magnitude of 2 lots of the vector (3, 4)",10,5,14,"2x(3,4)=(6,8). Magnitude=√(6²+8²)=10","Scale the vector first, then find its magnitude",,,,,,,
4026,472d,472,2,No,"The vector (x, 4) has magnitude 5, find x (positive)",3,9,21,"x²+16=25, so x²=9, giving x=3","Use Pythagoras, then rearrange for x",,,,,,,
4027,472e,472,3,Yes,"Find the bearing of the vector (3, 4), to 1dp",036.9°,053.1°,126.9°,The angle from north is 90°-arctan(4/3)=36.9°,"Find the angle from the x-axis first, then convert to a bearing from north",,,,,,,
4028,472f,472,3,Yes,"A vector has magnitude 10 and bearing 030°, find its components (x, y) to 3sf","(5, 8.66)","(8.66, 5)","(10, 0)","x=10sin30°=5, y=10cos30°=8.66","Use x=magnitude x sin(bearing), y=magnitude x cos(bearing)",,,,,,,
